STARTcounty,agr_share_1831,NrGentry,mills,copyhold_count_1850,market_1600,valordummy,mill,perc_catholics_1800,ind_share_1831
ESSEX,,0,0,,,0,0,,
ESSEX,.42083332,4,0,51,1,0,0,.00099850225,.36041668
ESSEX,.80487806,0,0,12,,0,0,0,.048780486
ESSEX,.6438356,1,0,1,,0,0,0,.19178082
ESSEX,.81666666,0,0,,,0,0,0,.13333334
ESSEX,.82926828,1,0,5,,0,0,0,.14634146
ESSEX,.74683547,1,0,,,1,0,0,.16455697
ESSEX,.85294116,0,0,,,0,0,0,.088235296
ESSEX,.68965518,3,0,,,0,0,.012987013,.11206897
ESSEX,.78787881,1,0,1,,0,0,0,.15151516
ESSEX,,3,0,3,0,0,0,,
ESSEX,.64623469,0,0,5,0,1,0,0,.20315236
ESSEX,.63636363,0,0,,,0,0,0,.27272728
ESSEX,.086923078,4,0,66,1,1,0,.0011039558,.46923077
ESSEX,.53023255,4,0,117,0,0,0,0,.31627908
ESSEX,.77536231,2,0,,,0,0,0,.10144927
ESSEX,.75409836,0,0,11,,0,0,0,.13934426
ESSEX,.83333331,0,0,5,,0,0,0,.041666668
ESSEX,.89830506,1,0,12,,0,0,0,.10169491
ESSEX,.69934642,3,0,,,0,0,.0041666669,.11764706
ESSEX,.66049385,1,0,1,0,0,0,.048465267,.2037037
ESSEX,.60000002,1,0,,,0,0,.044660196,.30714285
ESSEX,.74285716,3,0,12,,0,0,.020100502,.17142858
ESSEX,.68181819,4,0,32,0,0,0,.091254756,.22727273
ESSEX,.33519554,1,0,8,,0,0,.029850746,.40782124
ESSEX,.61052632,1,0,11,0,0,0,.0030864198,.32105264
ESSEX,.69841272,3,0,1,,0,0,.0033444816,.19047619
ESSEX,.73369563,0,0,11,,0,0,.021828104,.1576087
ESSEX,.5714286,0,0,5,,0,0,.0097560976,.071428575
ESSEX,.56557375,0,0,14,,0,0,0,.27459016
ESSEX,.70418006,4,0,6,,0,0,.011647254,.1607717
ESSEX,.85840708,4,0,11,,0,0,.018779343,.11061947
ESSEX,.91534394,2,0,3,,0,0,0,.063492067
ESSEX,,3,0,,,0,0,,
ESSEX,.7368421,0,0,,0,0,0,0,.15789473
ESSEX,.66467065,4,0,8,0,0,0,0,.065868266
ESSEX,.78313255,2,0,9,,0,0,0,.090361446
ESSEX,.44827586,0,0,16,,0,0,0,.3354232
ESSEX,.69454545,4,0,13,,0,0,0,.23999999
ESSEX,.36750272,4,0,107,,0,0,.0018788164,.25408942
ESSEX,.77272725,0,0,4,0,1,0,0,.053030305
ESSEX,.27586207,4,0,75,,0,0,.00078492938,.31397459
ESSEX,.50438595,1,0,4,,0,0,.00055096421,.17105263
ESSEX,.47979799,4,0,,,0,0,.017994858,.2979798
ESSEX,.62352943,2,0,,0,1,0,0,.24705882
ESSEX,,1,0,,,0,0,,
ESSEX,.30918729,0,0,,1,0,0,0,.37014136
ESSEX,,1,0,,,0,0,,
ESSEX,,0,0,,,0,0,,
ESSEX,.62932229,4,0,1,,0,0,0,.21991701
ESSEX,.28149828,2,0,3,1,1,0,.00052756531,.25766176
ESSEX,,4,0,2,,0,0,,
ESSEX,,1,0,1,,0,0,,
ESSEX,.44388399,4,0,1,,0,0,.00028473805,.16141236
ESSEX,.89440995,0,0,9,0,0,0,0,.099378884
ESSEX,.1389728,4,0,1,,0,0,0,.21450152
ESSEX,,0,0,19,,0,0,,
ESSEX,,4,0,1,0,0,0,,
ESSEX,,0,0,5,0,0,0,,
ESSEX,.14800759,4,0,1,,0,0,.0046632122,.3548387
ESSEX,.77410465,3,0,8,,0,0,0,.14325069
ESSEX,.64516127,2,0,,,0,0,.0086956518,.064516127
ESSEX,,1,0,,,0,0,,
ESSEX,.66156465,0,0,,,0,0,.0041171089,.22448979
ESSEX,.60687023,4,0,4,,0,0,0,.21755725
ESSEX,.54938269,4,0,1,,0,0,.055790365,.14197531
ESSEX,.78688526,1,0,,,1,0,0,.098360658
ESSEX,.12935324,1,0,30,1,0,0,.040194884,.65671641
ESSEX,.60666668,3,0,14,,0,0,0,.20666666
ESSEX,,4,0,5,,1,0,,
ESSEX,.70192307,1,0,2,,1,0,0,.17307693
ESSEX,.3877551,1,0,32,1,0,0,.011127972,.34081632
ESSEX,.62666667,0,0,,,0,0,.014705882,.22666667
ESSEX,.91000003,1,0,2,0,0,0,0,.090000004
ESSEX,.95238096,0,0,6,,0,0,0,.028571429
ESSEX,.79888266,0,0,3,,0,0,0,.17318435
ESSEX,.75159234,2,0,3,0,0,0,0,.17834395
ESSEX,.75308645,0,0,,,0,0,0,.14814815
ESSEX,.942029,0,0,5,,0,0,0,.043478262
ESSEX,.77142859,0,0,,,0,0,0,.22857143
ESSEX,.2565445,0,0,,,0,0,0,.39267015
ESSEX,.16111112,4,0,,,1,0,0,.51111114
ESSEX,.17537314,0,0,4,1,0,0,0,.47014925
ESSEX,.85555553,1,0,2,,0,0,0,.088888891
ESSEX,.88,0,0,,,1,0,0,.06666667
ESSEX,.81034482,0,0,,,0,0,0,.15517241
ESSEX,.64102566,0,0,,,0,0,0,.1025641
ESSEX,.96249998,1,0,2,,0,0,0,.0125
ESSEX,.86153847,0,0,5,,0,0,0,.11794872
ESSEX,,0,0,,,0,0,,
ESSEX,.51977402,0,0,4,0,0,0,0,.20903955
ESSEX,.51607448,2,0,4,,1,0,0,.35025382
ESSEX,.93617022,0,0,,,0,0,0,0
ESSEX,.90625,0,0,,,0,0,0,.046875
ESSEX,.64102566,2,0,18,0,0,0,0,.26495728
ESSEX,.61162078,1,0,23,1,0,0,0,.23547401
ESSEX,.80645162,1,0,,,0,0,0,.064516127
ESSEX,.8773585,0,0,,,0,0,0,.075471699
ESSEX,.9285714,0,0,,,0,0,0,.071428575
ESSEX,.884058,1,0,,,0,0,0,.086956523
ESSEX,.86792451,1,0,13,,0,0,0,.070754714
ESSEX,.88764048,1,0,5,,0,0,0,.089887641
ESSEX,.58899677,2,0,3,1,0,0,0,.25566342
ESSEX,.41343668,2,0,8,0,0,0,0,.40826872
ESSEX,.85185188,0,0,1,,0,0,0,.14814815
ESSEX,.96666664,0,0,,,0,0,0,0
ESSEX,.91666669,0,0,,,0,0,0,.041666668
ESSEX,.75956285,1,0,8,,0,0,0,.1147541
ESSEX,,0,0,,,0,0,,
ESSEX,.77619046,1,0,5,,1,0,0,.1
ESSEX,.62903225,0,0,1,,0,0,0,.16935484
ESSEX,,0,0,,,0,0,,
ESSEX,.81739128,1,0,3,,0,0,0,.09565217
ESSEX,,1,0,,,0,0,,
ESSEX,.96732026,2,0,2,,0,0,0,.03267974
ESSEX,.77777779,1,0,2,,0,0,.072916664,.037037037
ESSEX,.93333334,1,0,1,0,0,0,0,0
ESSEX,.97674417,0,0,3,,0,0,0,.023255814
ESSEX,,1,0,11,,0,0,,
ESSEX,.81927711,2,0,,,0,0,0,.084337346
ESSEX,.88297874,1,0,21,0,0,0,0,.031914894
ESSEX,1,0,0,,,0,0,0,0
ESSEX,.86693549,0,0,1,,0,0,0,.10080645
ESSEX,.65517241,1,0,3,,0,0,0,.33189654
ESSEX,,2,0,9,,0,0,,
ESSEX,.84020621,1,0,2,,1,0,0,.077319585
ESSEX,.50568181,1,0,43,0,1,0,0,.34469697
ESSEX,.14285715,0,0,9,,0,0,0,.19480519
ESSEX,.72151899,1,0,8,1,0,0,.065753423,.25316456
ESSEX,.85211265,1,0,3,,1,0,0,.11267605
ESSEX,.85135138,1,0,,,0,0,0,.081081077
ESSEX,,0,0,4,,0,0,,
ESSEX,.93373495,0,0,,0,1,0,0,.048192769
ESSEX,,1,0,,,1,0,,
ESSEX,.66326529,1,0,,,0,0,0,.26530612
ESSEX,,0,0,,,0,0,,
ESSEX,.8425197,0,0,3,,0,0,.013605442,.10236221
ESSEX,.94999999,1,0,,,0,0,0,.0125
ESSEX,.57798165,0,0,,,0,0,0,.11926606
ESSEX,.80645162,0,0,,,0,0,0,.080645159
ESSEX,.60633487,3,0,3,0,0,0,0,.19909503
ESSEX,.80327868,0,0,1,,0,0,0,.14754099
ESSEX,,0,0,2,,0,0,,
ESSEX,.78448278,2,0,6,0,1,0,0,.14655173
ESSEX,,0,0,12,,0,0,,
ESSEX,.84415585,0,0,5,0,0,0,0,.14285715
ESSEX,.78750002,3,0,2,,0,0,0,.1125
ESSEX,.59398496,2,0,5,1,1,0,0,.32330826
ESSEX,.70028818,4,0,4,0,0,0,.01177394,.16426513
ESSEX,,0,0,1,,0,0,,
ESSEX,.942029,1,0,,,0,0,0,.028985508
ESSEX,.97142857,2,0,1,,0,0,0,.028571429
ESSEX,.72307694,1,0,,,0,0,.0098039219,.046153847
ESSEX,.73831773,0,0,1,,0,0,.099502489,.21495327
ESSEX,.69158876,0,0,1,,0,0,.10958904,.1682243
ESSEX,,0,0,,,0,0,,
ESSEX,.86585367,1,0,,,1,0,.031847134,.073170729
ESSEX,.76086956,2,0,,,0,0,.049079753,.086956523
ESSEX,,4,0,3,,0,0,,
ESSEX,.83173078,1,0,,,0,0,.002762431,.13461539
ESSEX,.83516484,3,0,,,0,0,0,.0989011
ESSEX,,3,0,,0,0,0,,
ESSEX,.68421054,0,0,,,0,0,0,.10526316
ESSEX,.66974598,0,0,1,1,1,0,0,.20323326
ESSEX,.58100557,4,0,,0,0,0,0,.20111732
ESSEX,.8611111,1,0,,,0,0,0,0
ESSEX,.51037347,2,0,,0,0,0,0,.17427386
ESSEX,.76623374,4,0,,,0,0,0,.11688311
ESSEX,.52941179,2,0,,0,0,0,.089403972,.44705883
ESSEX,,0,0,,,0,0,,
ESSEX,.80000001,0,0,,,0,0,0,.15000001
ESSEX,,0,0,3,,0,0,,
ESSEX,.74691355,1,0,,0,0,0,0,.17901234
ESSEX,.72727275,1,0,,,1,0,.020512821,.14545454
ESSEX,,0,0,4,,0,0,,
ESSEX,.89705884,2,0,4,,0,0,0,.073529415
ESSEX,.79487181,2,0,9,,0,0,.011070111,.12820514
ESSEX,.71111113,0,0,2,,0,0,.03119266,.06666667
ESSEX,,0,0,,,0,0,,
ESSEX,.78181821,1,0,2,,0,0,0,.060606062
ESSEX,.75210083,0,0,3,,0,0,0,.16386555
ESSEX,,0,0,2,,0,0,,
ESSEX,.78472221,1,0,1,,0,0,0,.1388889
ESSEX,.26373628,1,0,2,,1,0,0,.59340662
ESSEX,.75999999,0,0,9,,1,0,0,0
ESSEX,,0,0,5,,0,0,,
ESSEX,,0,0,,,0,0,,
ESSEX,.82681566,3,0,,,0,0,.025495751,.10614525
ESSEX,.86274511,0,0,1,,0,0,0,.13725491
ESSEX,.9464286,2,0,1,,0,0,0,.053571429
ESSEX,.63934427,1,0,11,,0,0,0,.098360658
ESSEX,,0,0,,1,1,0,,
ESSEX,.8019802,0,0,10,,0,0,0,.15841584
ESSEX,.53896105,4,0,2,,0,0,0,.25974026
ESSEX,.80740738,0,0,5,,1,0,0,.088888891
ESSEX,.79230767,1,0,,,0,0,0,.15384616
ESSEX,.79881656,1,0,5,,1,0,0,.10650887
ESSEX,.61711711,2,0,,,0,0,0,.24774775
ESSEX,.75454545,1,0,,,0,0,0,.16363636
ESSEX,.55300355,1,0,1,1,1,0,0,.23498233
ESSEX,.25448027,0,0,12,1,0,0,0,.36379927
ESSEX,.84210527,0,0,2,,1,0,0,0
ESSEX,1,0,0,,,0,0,0,0
ESSEX,.74556214,1,0,1,,0,0,0,.13609467
ESSEX,.78378379,0,0,1,,1,0,0,.1891892
ESSEX,.45652175,1,0,2,,0,0,0,.26086956
ESSEX,.6640625,0,0,,,0,0,0,.1875
ESSEX,.72727275,4,0,3,0,1,0,0,.14772727
ESSEX,.65088755,3,0,1,,0,0,0,.20710059
ESSEX,.66206896,3,0,,,0,0,0,.048275862
ESSEX,.76136363,1,0,5,,1,0,0,.056818184
ESSEX,.82926828,2,0,2,,0,0,0,.097560972
ESSEX,.57254905,3,0,1,,1,0,0,.24313726
ESSEX,.45299146,0,0,1,,0,0,0,.35897437
ESSEX,.80952382,1,0,,,0,0,0,.11904762
ESSEX,.64601767,2,0,1,,0,0,0,.15044248
ESSEX,.74666667,1,0,18,0,1,0,0,.24888889
ESSEX,.56097561,0,0,,,0,0,0,.36585367
ESSEX,.6962617,1,0,1,0,0,0,0,.14953271
ESSEX,.90322578,0,0,5,,0,0,0,.07526882
ESSEX,.90217394,0,0,,,0,0,0,.032608695
ESSEX,.54814816,0,0,,0,0,0,0,.28518519
ESSEX,.9285714,0,0,5,,0,0,0,0
ESSEX,.82051283,0,0,,,0,0,0,.15384616
ESSEX,.71714288,0,0,2,0,0,0,0,.16
ESSEX,.6857143,1,0,8,,0,0,0,.21904762
ESSEX,.58139533,0,0,,,0,0,0,.22093023
ESSEX,.86250001,0,0,4,,0,0,0,.1
ESSEX,.79166669,1,0,1,,0,0,0,.17857143
ESSEX,.65925926,4,0,16,,0,0,0,.1580247
ESSEX,.75,0,0,3,,0,0,0,.14864865
ESSEX,.56654888,0,0,88,,0,0,0,.26030624
ESSEX,.70588237,1,0,,,0,0,0,.20588236
ESSEX,.76785713,1,0,,,0,0,0,.13095239
ESSEX,.76744187,1,0,,,0,0,0,.093023255
ESSEX,.71812081,0,1,10,,0,1,0,.20134228
ESSEX,.82706767,1,0,1,,0,0,.0016155089,.067669176
ESSEX,.86956519,0,0,4,,0,0,0,.13043478
ESSEX,.79220778,1,0,0,,0,0,0,.15584415
ESSEX,.50400001,0,0,,,0,0,.85257548,.27200001
ESSEX,.90322578,0,0,28,,0,0,0,.016129032
ESSEX,.75609756,1,0,,,0,0,0,.15447155
ESSEX,.671875,1,0,3,,0,0,0,.078125
ESSEX,.75690609,2,0,29,,0,0,0,.15469614
GLOUCESTERSHIRE,.66666669,0,0,,,0,0,0,.25
GLOUCESTERSHIRE,.94285715,0,0,,,0,0,0,.057142857
GLOUCESTERSHIRE,.41509435,0,0,,,1,0,0,.43396226
GLOUCESTERSHIRE,.62962961,1,0,,,0,0,0,.074074075
GLOUCESTERSHIRE,.70666665,0,0,,,0,0,0,.21333334
GLOUCESTERSHIRE,.72340423,0,0,,,0,0,0,.17021276
GLOUCESTERSHIRE,.56462586,1,0,,,1,0,0,.29251701
GLOUCESTERSHIRE,.75806451,0,0,,,1,0,.024752475,.14516129
GLOUCESTERSHIRE,.69841272,0,0,1,,1,0,0,.2857143
GLOUCESTERSHIRE,.6785714,1,0,,,1,0,0,.16071428
GLOUCESTERSHIRE,.70833331,1,0,,,1,0,0,.16666667
GLOUCESTERSHIRE,.61509436,0,0,,0,0,0,0,.21509434
GLOUCESTERSHIRE,.7735849,0,0,,,1,0,0,.20754717
GLOUCESTERSHIRE,.56910568,1,0,,,1,0,0,.2682927
GLOUCESTERSHIRE,.60869563,1,0,,,1,0,0,.2173913
GLOUCESTERSHIRE,.22047244,2,0,3,,0,0,0,.36614174
GLOUCESTERSHIRE,.37025318,2,0,,0,1,0,0,.11708861
GLOUCESTERSHIRE,.042604651,2,0,3,1,1,0,0,.37395349
GLOUCESTERSHIRE,.8209607,1,0,,,1,0,.0012886598,.13973799
GLOUCESTERSHIRE,.65671641,0,0,,,1,0,0,.1641791
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.69724768,1,0,,,1,0,0,.24770643
GLOUCESTERSHIRE,.82539684,0,0,,,1,0,0,.17460318
GLOUCESTERSHIRE,,1,0,,,0,0,,
GLOUCESTERSHIRE,.82733816,1,0,13,,0,0,0,.13669065
GLOUCESTERSHIRE,.62121212,2,0,,,1,0,0,.21212122
GLOUCESTERSHIRE,.58064514,1,0,,,1,0,0,.25806451
GLOUCESTERSHIRE,.83076924,1,0,,,0,0,0,.15384616
GLOUCESTERSHIRE,.84615386,0,0,,,1,0,0,.12307692
GLOUCESTERSHIRE,.41908714,4,0,,,1,0,0,.19087137
GLOUCESTERSHIRE,.77027029,1,0,,,0,0,0,.094594598
GLOUCESTERSHIRE,.43250328,0,0,,1,1,0,.00069954532,.27653998
GLOUCESTERSHIRE,.83333331,1,0,,,0,0,0,.071428575
GLOUCESTERSHIRE,.68522483,3,0,,0,1,0,0,.22698073
GLOUCESTERSHIRE,.77631581,1,0,,,1,0,0,.14473684
GLOUCESTERSHIRE,.85714287,0,0,,,1,0,0,.1038961
GLOUCESTERSHIRE,.85000002,0,0,,,0,0,0,.039999999
GLOUCESTERSHIRE,.76923078,0,0,,,0,0,0,.07692308
GLOUCESTERSHIRE,.46610171,0,0,,,0,0,,.30508474
GLOUCESTERSHIRE,.59036142,1,0,,,1,0,0,.21084337
GLOUCESTERSHIRE,.5726496,1,0,,,0,0,.0021551724,.26495728
GLOUCESTERSHIRE,.65263158,1,0,,,0,0,0,.21052632
GLOUCESTERSHIRE,1,0,0,,,1,0,0,0
GLOUCESTERSHIRE,.77419353,0,0,,,1,0,0,.12903225
GLOUCESTERSHIRE,.61261261,2,0,,,1,0,.0056818184,.23873875
GLOUCESTERSHIRE,,1,0,,,1,0,,
GLOUCESTERSHIRE,.082969435,1,0,,,1,0,0,.29839882
GLOUCESTERSHIRE,.92307693,1,0,,,1,0,0,.07692308
GLOUCESTERSHIRE,.90625,1,0,,,1,0,0,.09375
GLOUCESTERSHIRE,,1,0,,,1,0,,
GLOUCESTERSHIRE,.780083,1,0,,,1,0,0,.16597511
GLOUCESTERSHIRE,.76744187,1,0,,,1,0,0,.14728682
GLOUCESTERSHIRE,.59782606,0,0,,,1,0,0,.21195652
GLOUCESTERSHIRE,.40845069,0,0,,,1,0,0,.15492958
GLOUCESTERSHIRE,.53191489,1,0,,,1,0,0,.17021276
GLOUCESTERSHIRE,.58928573,0,0,,,0,0,0,.26785713
GLOUCESTERSHIRE,.83333331,1,0,,,1,0,0,.12962963
GLOUCESTERSHIRE,.19886364,0,0,,1,0,0,.0033277869,.56818181
GLOUCESTERSHIRE,.09205021,0,0,,,0,0,0,.14365411
GLOUCESTERSHIRE,.10153846,0,0,,,0,0,0,.13230769
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.14044943,2,0,,,0,0,0,.4213483
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.24630021,0,0,,,0,0,0,.12473573
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.58891457,0,0,,0,0,0,.0011614402,.17551963
GLOUCESTERSHIRE,.69090909,0,0,,,1,0,0,.22727273
GLOUCESTERSHIRE,.34051725,2,0,,,0,0,0,.35775861
GLOUCESTERSHIRE,,1,0,,,1,0,,
GLOUCESTERSHIRE,.37037036,0,0,,,1,0,.014705882,.18518518
GLOUCESTERSHIRE,.71875,0,0,,,0,0,,.15625
GLOUCESTERSHIRE,.23896663,1,0,,0,1,0,.012693935,.33799785
GLOUCESTERSHIRE,,1,0,,,1,0,,
GLOUCESTERSHIRE,,1,0,,,0,0,,
,,1,0,,0,0,0,,
GLOUCESTERSHIRE,.38028169,0,0,3,,0,0,0,.18309858
GLOUCESTERSHIRE,.71610171,2,0,,0,0,0,.011363637,.16101696
GLOUCESTERSHIRE,,2,0,,,0,0,,
GLOUCESTERSHIRE,.5625,1,0,,0,1,0,0,.203125
GLOUCESTERSHIRE,.89999998,1,0,,,1,0,0,.077777781
GLOUCESTERSHIRE,.39285713,1,0,,,1,0,0,.32142857
GLOUCESTERSHIRE,.48301888,1,0,,0,0,0,0,.19622642
GLOUCESTERSHIRE,.31562501,1,0,9,,1,0,0,.30312499
GLOUCESTERSHIRE,.17254902,2,0,,,1,0,0,.33725491
GLOUCESTERSHIRE,.82352942,0,0,,,0,0,0,.05882353
GLOUCESTERSHIRE,.70212764,1,0,,,1,0,0,.21276596
GLOUCESTERSHIRE,.74193549,1,0,,,1,0,0,.19354838
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.625,0,0,,,1,0,.82608694,.375
GLOUCESTERSHIRE,,0,0,,,1,0,,
GLOUCESTERSHIRE,,4,0,,1,1,0,,
GLOUCESTERSHIRE,0,0,0,,,1,0,0,.6635294
GLOUCESTERSHIRE,.089041099,0,0,,,0,0,.0015649452,.43607306
GLOUCESTERSHIRE,0,0,0,,,0,0,.0028571428,.65730339
GLOUCESTERSHIRE,.052117262,0,0,,,1,0,.0064908722,.69381106
GLOUCESTERSHIRE,.15929204,0,0,,,1,0,0,.4660767
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.17391305,0,0,,,0,0,0,.4037267
GLOUCESTERSHIRE,.06963788,0,0,,,1,0,0,.56824511
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,,2,0,,,0,0,,
GLOUCESTERSHIRE,.38423645,0,0,,0,1,0,0,.44334975
GLOUCESTERSHIRE,.043478262,0,0,,,0,0,0,.55072463
GLOUCESTERSHIRE,.067924529,0,0,,,0,0,0,.43018869
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.77777779,2,0,,,1,0,0,.027777778
GLOUCESTERSHIRE,.8125,0,0,,,1,0,0,.1875
GLOUCESTERSHIRE,,1,0,,,0,0,,
GLOUCESTERSHIRE,.096740276,2,0,,,1,0,0,.31756046
GLOUCESTERSHIRE,.5,0,0,,,0,0,0,0
GLOUCESTERSHIRE,.29565218,2,0,1,,1,0,0,.15652174
GLOUCESTERSHIRE,1,1,0,,,0,0,0,0
GLOUCESTERSHIRE,,0,0,,,1,0,,
GLOUCESTERSHIRE,.67796612,1,0,,,0,0,0,.13559322
GLOUCESTERSHIRE,.85714287,1,0,,0,0,0,0,.078571431
GLOUCESTERSHIRE,.86808509,1,0,,,0,0,0,.10212766
GLOUCESTERSHIRE,.64356434,2,0,,,1,0,0,.15841584
GLOUCESTERSHIRE,.65306121,1,0,,,0,0,0,.30612245
GLOUCESTERSHIRE,,1,0,,,0,0,,
GLOUCESTERSHIRE,,1,0,,,0,0,,
GLOUCESTERSHIRE,.3991228,1,0,,,0,0,0,.3508772
GLOUCESTERSHIRE,.88524592,0,0,,,1,0,0,.1147541
GLOUCESTERSHIRE,.73170733,2,0,,,1,0,0,.13414635
GLOUCESTERSHIRE,.34246576,1,0,,,1,0,.010309278,.24657534
GLOUCESTERSHIRE,.83999997,0,0,,,0,0,0,.12
GLOUCESTERSHIRE,.62121212,0,0,,,1,0,0,.28787878
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.4852941,3,0,,,1,0,0,.13235295
GLOUCESTERSHIRE,.53947371,0,0,,,0,0,0,.21052632
GLOUCESTERSHIRE,.57089549,1,0,,,0,0,0,.2238806
GLOUCESTERSHIRE,.81132078,0,0,,,0,0,0,.094339624
GLOUCESTERSHIRE,.82499999,0,0,,,1,0,0,.15000001
GLOUCESTERSHIRE,.96666664,0,0,,,1,0,0,.033333335
GLOUCESTERSHIRE,.81818181,0,0,,,1,0,0,.16666667
GLOUCESTERSHIRE,.86746991,2,0,,,0,0,0,.048192769
GLOUCESTERSHIRE,.34782609,0,0,,,0,0,0,.028985508
GLOUCESTERSHIRE,.71428573,0,0,,,1,0,0,.14285715
GLOUCESTERSHIRE,.20772947,2,0,,1,1,0,.003773585,.47826087
GLOUCESTERSHIRE,.74603176,0,0,,,0,0,.011278195,.047619049
GLOUCESTERSHIRE,.60000002,1,0,,,0,0,.0064308681,.2
GLOUCESTERSHIRE,.67647058,1,0,,,0,0,0,.20588236
GLOUCESTERSHIRE,.73553717,1,0,,,1,0,.0021367522,.20661157
GLOUCESTERSHIRE,.67391306,0,0,,,1,0,0,.2173913
GLOUCESTERSHIRE,,0,0,,,1,0,,
GLOUCESTERSHIRE,.66222221,0,0,,,1,0,0,.23555556
GLOUCESTERSHIRE,.90322578,0,0,,,0,0,0,.096774191
GLOUCESTERSHIRE,.43542436,0,0,,,1,0,0,.43173432
GLOUCESTERSHIRE,.77083331,0,0,,,1,0,0,.20833333
GLOUCESTERSHIRE,.57731956,0,0,,,1,0,0,.3298969
GLOUCESTERSHIRE,.86956519,1,0,,,1,0,0,.13043478
GLOUCESTERSHIRE,.44565219,0,0,,,1,0,0,.35869566
GLOUCESTERSHIRE,.75,0,0,,,1,0,0,.125
GLOUCESTERSHIRE,.57446808,0,0,,,1,0,0,.23404256
GLOUCESTERSHIRE,.83870965,0,0,,,1,0,0,.032258064
GLOUCESTERSHIRE,.62790698,0,0,,,1,0,0,.26744187
GLOUCESTERSHIRE,.73913044,0,0,,,0,0,0,.13043478
GLOUCESTERSHIRE,.69999999,0,0,,,0,0,0,.22857143
GLOUCESTERSHIRE,.62857145,1,0,,,1,0,0,.17142858
GLOUCESTERSHIRE,.47916666,1,1,,,1,1,0,.29166666
GLOUCESTERSHIRE,.8918919,1,0,,,1,0,0,0
GLOUCESTERSHIRE,.95999998,1,0,,,0,0,0,.039999999
GLOUCESTERSHIRE,.72916669,0,0,,,0,0,0,.22916667
GLOUCESTERSHIRE,.86666667,0,0,,,0,0,0,.13333334
GLOUCESTERSHIRE,.74074072,1,0,,,0,0,0,.22222222
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.47272727,1,0,,0,1,0,0,.30000001
GLOUCESTERSHIRE,.78947371,1,0,,,1,0,0,.15037593
GLOUCESTERSHIRE,.16986302,2,2.25,,1,1,1,0,.29589042
GLOUCESTERSHIRE,.61581922,0,2.25,,,0,1,0,.10169491
GLOUCESTERSHIRE,.66666669,0,0,,,1,0,0,.095238097
GLOUCESTERSHIRE,.19626169,2,2.25,,,0,1,0,.14953271
GLOUCESTERSHIRE,.21153846,0,2.25,,,1,1,0,.22596154
GLOUCESTERSHIRE,.14285715,1,0,,,0,0,0,0
GLOUCESTERSHIRE,.79310346,1,0,,,1,0,0,.1724138
GLOUCESTERSHIRE,.9130435,0,0,,,1,0,0,.086956523
GLOUCESTERSHIRE,.77142859,1,0,,,0,0,0,.17142858
GLOUCESTERSHIRE,.7647059,1,0,,,1,0,0,.10294118
GLOUCESTERSHIRE,.58585858,0,0,,,1,0,0,.19191919
GLOUCESTERSHIRE,.47307691,0,0,,,1,0,0,.18076923
GLOUCESTERSHIRE,.47107437,1,0,,,1,0,0,.21487603
GLOUCESTERSHIRE,.79310346,1,0,,,1,0,0,.18390805
GLOUCESTERSHIRE,.58035713,2,0,,,1,0,0,.2767857
GLOUCESTERSHIRE,.71069181,3,0,,,1,0,0,.2264151
GLOUCESTERSHIRE,,0,0,,,0,0,,
GLOUCESTERSHIRE,.63194442,2,1,,,1,1,0,.1875
GLOUCESTERSHIRE,.63414633,1,0,,,0,0,0,.20731707
GLOUCESTERSHIRE,.45714286,2,0,,,0,0,0,.2857143
GLOUCESTERSHIRE,.17117117,0,0,,,0,0,0,.14414415
GLOUCESTERSHIRE,.30000001,1,0,,,0,0,0,.25714287
GLOUCESTERSHIRE,.65445024,3,0,,,1,0,0,.11518325
GLOUCESTERSHIRE,.265625,3,0,,1,0,0,0,.3984375
GLOUCESTERSHIRE,.42753622,0,3,,0,1,1,0,.17753623
GLOUCESTERSHIRE,.10786106,3,5,,,0,1,.00040502226,.29981717
GLOUCESTERSHIRE,.19642857,0,0,,,1,0,0,.21428572
GLOUCESTERSHIRE,.91666669,2,14,,,0,1,.036363635,.083333336
GLOUCESTERSHIRE,.22360249,2,3,,,1,1,0,.23835404
GLOUCESTERSHIRE,.84615386,0,0,,,0,0,0,0
GLOUCESTERSHIRE,,0,0,1,,1,0,,
GLOUCESTERSHIRE,.1407465,4,0,1,,1,0,.0012915129,.4867807
GLOUCESTERSHIRE,,0,0,4,,1,0,,
GLOUCESTERSHIRE,,1,0,1,1,1,0,,
