STARTcounty,copyhold_count,market_1600,agr_share,ind_share,NrGentry,mills,mill,valordummy,perc_catholics_1800
DERBYSHIRE,,,,,,,,1,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,.50684929,.06849315,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,1,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,1,,,1,0,0,0,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,1,,,1,0,0,1,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,1,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,2,0,0,0,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,0,0,0,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,0,0,0,1,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,1,,,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,1,,,,,,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,0,
DERBYSHIRE,,1,,,,,,1,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,1,
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,0,0,0,1,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,1,,,,,,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,0,0,0,1,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,0,
DERBYSHIRE,,1,,,1,1,1,1,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,
DERBYSHIRE,,1,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,
DERBYSHIRE,,1,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,1,.10714286,.60714287,,,,0,1
DERBYSHIRE,,1,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,2,1,0,1
DERBYSHIRE,,1,,,1,1,1,1,1
DERBYSHIRE,,,,,1,0,0,0,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,
DERBYSHIRE,,,,,0,0,0,0,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,.38926175,.064876959,0,0,0,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,1,
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,0,0,0,0,
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,1,,,1,0,0,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,.60368663,.01843318,1,0,0,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,.38961038,.077922076,,,,1,1
DERBYSHIRE,,,.38961038,.077922076,,,,0,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,1,.50684929,.06849315,,,,0,1
DERBYSHIRE,,,.50684929,.06849315,,,,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,1,0,0,0,
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,1,1,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,.50684929,.06849315,,,,0,
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,1,1,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,0,0,0,1,1
DERBYSHIRE,,,,,2,0,0,1,1
DERBYSHIRE,,,,,1,0,0,0,
DERBYSHIRE,,,,,2,0,0,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,.50684929,.06849315,,,,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,1,1,0,1
DERBYSHIRE,,1,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,1,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,.50684929,.06849315,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,1,,,1,1,1,1,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,1,1,1,0,
DERBYSHIRE,,,,,1,0,0,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,.50684929,.06849315,,,,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,.34594595,.11891892,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,1,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,.50684929,.06849315,,,,0,1
DERBYSHIRE,,,,,0,0,0,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,,,,0,1
DERBYSHIRE,,1,.13207547,.31132075,1,1,1,1,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,,,,,,,0,
DERBYSHIRE,,,,,1,0,0,0,1
DERBYSHIRE,,1,,,,,,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,0,
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,1,1,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,0,0,0,0,1
DEVON,,,,,1,1,1,0,
DEVON,,,,,,,,0,
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,2,1,1,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,,,,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,0,
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,1,1
DEVON,,1,,,1,1,1,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,,,,0,
DEVON,,,,,,,,0,
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,,,,1,1
DEVON,,1,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,
DEVON,,1,,,1,1,1,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,1,1,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,,,,1,
DEVON,,,,,,,,1,1
DEVON,1,,,,0,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,1,1,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,,,,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,0,0,0,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,1,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,
DEVON,,,,,0,0,0,1,
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,0,
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,1,
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,0,
DEVON,,,,,,,,0,
DEVON,,,,,,,,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,1,
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,
DEVON,,1,,,1,0,0,0,
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,0,
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,,,,0,
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,0,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,0,0,0,
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,1,1
DEVON,,,,,,,,0,
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,1,1,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,1,1,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,1,1,1,1
DEVON,,,,,,,,0,
DEVON,,,,,0,0,0,0,1
DEVON,0,1,,,,,,0,
DEVON,0,,,,,,,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,0,0,0,0,
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,0,0,0,0,1
DEVON,,,,,,,,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,1,,,0,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,0,
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,1,1,1,1
DEVON,,1,,,,,,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,1,1,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,0,0,0,1,1
DEVON,,,,,1,1,1,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,
DEVON,,1,,,1,1,1,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,1,1,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,0,
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,0,0,1,1
DEVON,,1,,,1,0,0,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,,,,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,0,
DEVON,,1,,,0,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,0,
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,,,,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,,,,0,1
DEVON,,1,,,,,,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,2,1,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,,,,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,0,
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,1,1,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,1,1,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,,,,0,
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,1,
DEVON,,,,,,,,1,
DEVON,,,,,,,,0,
DEVON,,,,,,,,0,1
DEVON,,,,,,,,0,
DEVON,,,,,,,,1,1
DEVON,,,,,,,,0,
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,1,1,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,1,,,1,0,0,0,1
DEVON,,,,,0,1,1,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,1,1,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,,,,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,1,1
DEVON,,,,,,,,1,1
DEVON,,1,,,0,0,0,0,1
DEVON,,,,,,,,0,1
DEVON,,,,,1,0,0,1,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,1,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,0,0,0,1,1
,,,,,,,,0,1
DEVON,,1,,,1,0,0,0,
DEVON,,,,,,,,0,1
DEVON,,,,,0,1,1,0,1
DEVON,,1,,,1,1,1,0,1
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,1,1,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,1,,,1,0,0,0,
DEVON,,,,,0,0,0,0,1
DEVON,,,,,1,0,0,0,1
DEVON,,,,,1,2,1,0,1
DEVON,,1,,,,,,0,1
